name,pos,tags
yveltal,PN,"pokemon,character,fiction"
pikachu,PN,"pokemon,character,fiction"
purugly,PN,"pokemon,character,fiction"
plusle,PN,"pokemon,character,fiction"
scatterbug,PN,"pokemon,character,fiction"
croconaw,PN,"pokemon,character,fiction"
scizor,PN,"pokemon,character,fiction"
flareon,PN,"pokemon,character,fiction"
beedrill,PN,"pokemon,character,fiction"
nidoqueen,PN,"pokemon,character,fiction"
yanma,PN,"pokemon,character,fiction"
charjabug,PN,"pokemon,character,fiction"
tentacruel,PN,"pokemon,character,fiction"
simisear,PN,"pokemon,character,fiction"
tyranitar,PN,"pokemon,character,fiction"
gothita,PN,"pokemon,character,fiction"
jirachi,PN,"pokemon,character,fiction"
mesprit,PN,"pokemon,character,fiction"
cofagrigus,PN,"pokemon,character,fiction"
vanilluxe,PN,"pokemon,character,fiction"
lapras,PN,"pokemon,character,fiction"
ninjask,PN,"pokemon,character,fiction"
qwilfish,PN,"pokemon,character,fiction"
victreebel,PN,"pokemon,character,fiction"
blissey,PN,"pokemon,character,fiction"
steenee,PN,"pokemon,character,fiction"
cranidos,PN,"pokemon,character,fiction"
tauros,PN,"pokemon,character,fiction"
manaphy,PN,"pokemon,character,fiction"
igglybuff,PN,"pokemon,character,fiction"
pichu,PN,"pokemon,character,fiction"
feebas,PN,"pokemon,character,fiction"
porygon-z,PN,"pokemon,character,fiction"
poliwhirl,PN,"pokemon,character,fiction"
gardevoir,PN,"pokemon,character,fiction"
weavile,PN,"pokemon,character,fiction"
claydol,PN,"pokemon,character,fiction"
drampa,PN,"pokemon,character,fiction"
reuniclus,PN,"pokemon,character,fiction"
phione,PN,"pokemon,character,fiction"
rhyperior,PN,"pokemon,character,fiction"
hawlucha,PN,"pokemon,character,fiction"
floette,PN,"pokemon,character,fiction"
tyrunt,PN,"pokemon,character,fiction"
lombre,PN,"pokemon,character,fiction"
cresselia,PN,"pokemon,character,fiction"
beautifly,PN,"pokemon,character,fiction"
flaaffy,PN,"pokemon,character,fiction"
sandygast,PN,"pokemon,character,fiction"
magneton,PN,"pokemon,character,fiction"
dragonite,PN,"pokemon,character,fiction"
roselia,PN,"pokemon,character,fiction"
larvitar,PN,"pokemon,character,fiction"
bunnelby,PN,"pokemon,character,fiction"
celebi,PN,"pokemon,character,fiction"
mime jr.,PN,"pokemon,character,fiction"
chespin,PN,"pokemon,character,fiction"
toxicroak,PN,"pokemon,character,fiction"
nosepass,PN,"pokemon,character,fiction"
bergmite,PN,"pokemon,character,fiction"
wooper,PN,"pokemon,character,fiction"
ferroseed,PN,"pokemon,character,fiction"
piloswine,PN,"pokemon,character,fiction"
cubone,PN,"pokemon,character,fiction"
lanturn,PN,"pokemon,character,fiction"
manectric,PN,"pokemon,character,fiction"
skarmory,PN,"pokemon,character,fiction"
fletchling,PN,"pokemon,character,fiction"
pyukumuku,PN,"pokemon,character,fiction"
leavanny,PN,"pokemon,character,fiction"
greninja,PN,"pokemon,character,fiction"
gulpin,PN,"pokemon,character,fiction"
minccino,PN,"pokemon,character,fiction"
minior,PN,"pokemon,character,fiction"
durant,PN,"pokemon,character,fiction"
gliscor,PN,"pokemon,character,fiction"
bastiodon,PN,"pokemon,character,fiction"
bounsweet,PN,"pokemon,character,fiction"
chandelure,PN,"pokemon,character,fiction"
grumpig,PN,"pokemon,character,fiction"
vullaby,PN,"pokemon,character,fiction"
spiritomb,PN,"pokemon,character,fiction"
litwick,PN,"pokemon,character,fiction"
abra,PN,"pokemon,character,fiction"
rampardos,PN,"pokemon,character,fiction"
azumarill,PN,"pokemon,character,fiction"
pidove,PN,"pokemon,character,fiction"
zoroark,PN,"pokemon,character,fiction"
phanpy,PN,"pokemon,character,fiction"
nincada,PN,"pokemon,character,fiction"
rockruff,PN,"pokemon,character,fiction"
bulbasaur,PN,"pokemon,character,fiction"
darkrai,PN,"pokemon,character,fiction"
goodra,PN,"pokemon,character,fiction"
swellow,PN,"pokemon,character,fiction"
bayleef,PN,"pokemon,character,fiction"
fearow,PN,"pokemon,character,fiction"
raikou,PN,"pokemon,character,fiction"
comfey,PN,"pokemon,character,fiction"
crobat,PN,"pokemon,character,fiction"
cradily,PN,"pokemon,character,fiction"
floatzel,PN,"pokemon,character,fiction"
yanmega,PN,"pokemon,character,fiction"
misdreavus,PN,"pokemon,character,fiction"
thundurus,PN,"pokemon,character,fiction"
heracross,PN,"pokemon,character,fiction"
donphan,PN,"pokemon,character,fiction"
shelgon,PN,"pokemon,character,fiction"
scolipede,PN,"pokemon,character,fiction"
meditite,PN,"pokemon,character,fiction"
shinx,PN,"pokemon,character,fiction"
nidorina,PN,"pokemon,character,fiction"
munchlax,PN,"pokemon,character,fiction"
jellicent,PN,"pokemon,character,fiction"
simisage,PN,"pokemon,character,fiction"
scraggy,PN,"pokemon,character,fiction"
boldore,PN,"pokemon,character,fiction"
ekans,PN,"pokemon,character,fiction"
axew,PN,"pokemon,character,fiction"
diancie,PN,"pokemon,character,fiction"
tirtouga,PN,"pokemon,character,fiction"
ninetales,PN,"pokemon,character,fiction"
eelektross,PN,"pokemon,character,fiction"
makuhita,PN,"pokemon,character,fiction"
rattata,PN,"pokemon,character,fiction"
zebstrika,PN,"pokemon,character,fiction"
magnezone,PN,"pokemon,character,fiction"
trapinch,PN,"pokemon,character,fiction"
archen,PN,"pokemon,character,fiction"
rayquaza,PN,"pokemon,character,fiction"
hariyama,PN,"pokemon,character,fiction"
jigglypuff,PN,"pokemon,character,fiction"
numel,PN,"pokemon,character,fiction"
elgyem,PN,"pokemon,character,fiction"
remoraid,PN,"pokemon,character,fiction"
pidgeotto,PN,"pokemon,character,fiction"
chingling,PN,"pokemon,character,fiction"
bagon,PN,"pokemon,character,fiction"
groudon,PN,"pokemon,character,fiction"
chimchar,PN,"pokemon,character,fiction"
heatran,PN,"pokemon,character,fiction"
seedot,PN,"pokemon,character,fiction"
typhlosion,PN,"pokemon,character,fiction"
seviper,PN,"pokemon,character,fiction"
empoleon,PN,"pokemon,character,fiction"
hoppip,PN,"pokemon,character,fiction"
beldum,PN,"pokemon,character,fiction"
staraptor,PN,"pokemon,character,fiction"
ditto,PN,"pokemon,character,fiction"
politoed,PN,"pokemon,character,fiction"
magearna,PN,"pokemon,character,fiction"
sawsbuck,PN,"pokemon,character,fiction"
clamperl,PN,"pokemon,character,fiction"
cacturne,PN,"pokemon,character,fiction"
mantine,PN,"pokemon,character,fiction"
kadabra,PN,"pokemon,character,fiction"
galvantula,PN,"pokemon,character,fiction"
oddish,PN,"pokemon,character,fiction"
pumpkaboo,PN,"pokemon,character,fiction"
tynamo,PN,"pokemon,character,fiction"
escavalier,PN,"pokemon,character,fiction"
drapion,PN,"pokemon,character,fiction"
castform,PN,"pokemon,character,fiction"
chikorita,PN,"pokemon,character,fiction"
sableye,PN,"pokemon,character,fiction"
ponyta,PN,"pokemon,character,fiction"
exploud,PN,"pokemon,character,fiction"
delcatty,PN,"pokemon,character,fiction"
lairon,PN,"pokemon,character,fiction"
golem,PN,"pokemon,character,fiction"
weedle,PN,"pokemon,character,fiction"
munna,PN,"pokemon,character,fiction"
fomantis,PN,"pokemon,character,fiction"
fennekin,PN,"pokemon,character,fiction"
diglett,PN,"pokemon,character,fiction"
sentret,PN,"pokemon,character,fiction"
banette,PN,"pokemon,character,fiction"
treecko,PN,"pokemon,character,fiction"
pinsir,PN,"pokemon,character,fiction"
gyarados,PN,"pokemon,character,fiction"
ralts,PN,"pokemon,character,fiction"
sandile,PN,"pokemon,character,fiction"
mismagius,PN,"pokemon,character,fiction"
darmanitan,PN,"pokemon,character,fiction"
geodude,PN,"pokemon,character,fiction"
tornadus,PN,"pokemon,character,fiction"
talonflame,PN,"pokemon,character,fiction"
venonat,PN,"pokemon,character,fiction"
aggron,PN,"pokemon,character,fiction"
electrike,PN,"pokemon,character,fiction"
lilligant,PN,"pokemon,character,fiction"
klang,PN,"pokemon,character,fiction"
palpitoad,PN,"pokemon,character,fiction"
poochyena,PN,"pokemon,character,fiction"
drifblim,PN,"pokemon,character,fiction"
serperior,PN,"pokemon,character,fiction"
doublade,PN,"pokemon,character,fiction"
torracat,PN,"pokemon,character,fiction"
electabuzz,PN,"pokemon,character,fiction"
pancham,PN,"pokemon,character,fiction"
cherubi,PN,"pokemon,character,fiction"
kakuna,PN,"pokemon,character,fiction"
milotic,PN,"pokemon,character,fiction"
porygon2,PN,"pokemon,character,fiction"
spinarak,PN,"pokemon,character,fiction"
accelgor,PN,"pokemon,character,fiction"
dusclops,PN,"pokemon,character,fiction"
oshawott,PN,"pokemon,character,fiction"
whiscash,PN,"pokemon,character,fiction"
patrat,PN,"pokemon,character,fiction"
zekrom,PN,"pokemon,character,fiction"
dewott,PN,"pokemon,character,fiction"
druddigon,PN,"pokemon,character,fiction"
torchic,PN,"pokemon,character,fiction"
baltoy,PN,"pokemon,character,fiction"
vivillon,PN,"pokemon,character,fiction"
surskit,PN,"pokemon,character,fiction"
lileep,PN,"pokemon,character,fiction"
finneon,PN,"pokemon,character,fiction"
stufful,PN,"pokemon,character,fiction"
rotom,PN,"pokemon,character,fiction"
mankey,PN,"pokemon,character,fiction"
pineco,PN,"pokemon,character,fiction"
stantler,PN,"pokemon,character,fiction"
spheal,PN,"pokemon,character,fiction"
mareep,PN,"pokemon,character,fiction"
sliggoo,PN,"pokemon,character,fiction"
starly,PN,"pokemon,character,fiction"
togepi,PN,"pokemon,character,fiction"
steelix,PN,"pokemon,character,fiction"
registeel,PN,"pokemon,character,fiction"
tentacool,PN,"pokemon,character,fiction"
slowpoke,PN,"pokemon,character,fiction"
nidoran♀,PN,"pokemon,character,fiction"
totodile,PN,"pokemon,character,fiction"
krabby,PN,"pokemon,character,fiction"
delibird,PN,"pokemon,character,fiction"
helioptile,PN,"pokemon,character,fiction"
kingdra,PN,"pokemon,character,fiction"
amaura,PN,"pokemon,character,fiction"
carbink,PN,"pokemon,character,fiction"
solgaleo,PN,"pokemon,character,fiction"
vibrava,PN,"pokemon,character,fiction"
duskull,PN,"pokemon,character,fiction"
gligar,PN,"pokemon,character,fiction"
gourgeist,PN,"pokemon,character,fiction"
sunflora,PN,"pokemon,character,fiction"
grimer,PN,"pokemon,character,fiction"
marshtomp,PN,"pokemon,character,fiction"
sandslash,PN,"pokemon,character,fiction"
machoke,PN,"pokemon,character,fiction"
skuntank,PN,"pokemon,character,fiction"
aurorus,PN,"pokemon,character,fiction"
honchkrow,PN,"pokemon,character,fiction"
skrelp,PN,"pokemon,character,fiction"
whismur,PN,"pokemon,character,fiction"
eelektrik,PN,"pokemon,character,fiction"
nidoking,PN,"pokemon,character,fiction"
staravia,PN,"pokemon,character,fiction"
dustox,PN,"pokemon,character,fiction"
whimsicott,PN,"pokemon,character,fiction"
probopass,PN,"pokemon,character,fiction"
arbok,PN,"pokemon,character,fiction"
slurpuff,PN,"pokemon,character,fiction"
dartrix,PN,"pokemon,character,fiction"
clefable,PN,"pokemon,character,fiction"
gabite,PN,"pokemon,character,fiction"
aipom,PN,"pokemon,character,fiction"
sunkern,PN,"pokemon,character,fiction"
wailord,PN,"pokemon,character,fiction"
aromatisse,PN,"pokemon,character,fiction"
binacle,PN,"pokemon,character,fiction"
meloetta,PN,"pokemon,character,fiction"
mawile,PN,"pokemon,character,fiction"
vanillish,PN,"pokemon,character,fiction"
kommo-o,PN,"pokemon,character,fiction"
chansey,PN,"pokemon,character,fiction"
cobalion,PN,"pokemon,character,fiction"
pawniard,PN,"pokemon,character,fiction"
pelipper,PN,"pokemon,character,fiction"
furfrou,PN,"pokemon,character,fiction"
litleo,PN,"pokemon,character,fiction"
spritzee,PN,"pokemon,character,fiction"
lillipup,PN,"pokemon,character,fiction"
dunsparce,PN,"pokemon,character,fiction"
psyduck,PN,"pokemon,character,fiction"
wingull,PN,"pokemon,character,fiction"
chesnaught,PN,"pokemon,character,fiction"
wartortle,PN,"pokemon,character,fiction"
salamence,PN,"pokemon,character,fiction"
mudbray,PN,"pokemon,character,fiction"
drifloon,PN,"pokemon,character,fiction"
bibarel,PN,"pokemon,character,fiction"
luxio,PN,"pokemon,character,fiction"
ursaring,PN,"pokemon,character,fiction"
yamask,PN,"pokemon,character,fiction"
swablu,PN,"pokemon,character,fiction"
trevenant,PN,"pokemon,character,fiction"
tyrantrum,PN,"pokemon,character,fiction"
graveler,PN,"pokemon,character,fiction"
piplup,PN,"pokemon,character,fiction"
persian,PN,"pokemon,character,fiction"
tropius,PN,"pokemon,character,fiction"
frillish,PN,"pokemon,character,fiction"
rhyhorn,PN,"pokemon,character,fiction"
venusaur,PN,"pokemon,character,fiction"
rapidash,PN,"pokemon,character,fiction"
solosis,PN,"pokemon,character,fiction"
sharpedo,PN,"pokemon,character,fiction"
rufflet,PN,"pokemon,character,fiction"
pidgey,PN,"pokemon,character,fiction"
relicanth,PN,"pokemon,character,fiction"
skiploom,PN,"pokemon,character,fiction"
skiddo,PN,"pokemon,character,fiction"
chinchou,PN,"pokemon,character,fiction"
unown,PN,"pokemon,character,fiction"
horsea,PN,"pokemon,character,fiction"
combusken,PN,"pokemon,character,fiction"
zangoose,PN,"pokemon,character,fiction"
regice,PN,"pokemon,character,fiction"
primeape,PN,"pokemon,character,fiction"
tranquill,PN,"pokemon,character,fiction"
honedge,PN,"pokemon,character,fiction"
slakoth,PN,"pokemon,character,fiction"
pansage,PN,"pokemon,character,fiction"
tangela,PN,"pokemon,character,fiction"
snubbull,PN,"pokemon,character,fiction"
jynx,PN,"pokemon,character,fiction"
gengar,PN,"pokemon,character,fiction"
shieldon,PN,"pokemon,character,fiction"
electivire,PN,"pokemon,character,fiction"
hoopa,PN,"pokemon,character,fiction"
paras,PN,"pokemon,character,fiction"
illumise,PN,"pokemon,character,fiction"
servine,PN,"pokemon,character,fiction"
mudsdale,PN,"pokemon,character,fiction"
mr. mime,PN,"pokemon,character,fiction"
palossand,PN,"pokemon,character,fiction"
emolga,PN,"pokemon,character,fiction"
infernape,PN,"pokemon,character,fiction"
buneary,PN,"pokemon,character,fiction"
venipede,PN,"pokemon,character,fiction"
pangoro,PN,"pokemon,character,fiction"
purrloin,PN,"pokemon,character,fiction"
keldeo,PN,"pokemon,character,fiction"
hoothoot,PN,"pokemon,character,fiction"
skorupi,PN,"pokemon,character,fiction"
mamoswine,PN,"pokemon,character,fiction"
magikarp,PN,"pokemon,character,fiction"
arceus,PN,"pokemon,character,fiction"
cacnea,PN,"pokemon,character,fiction"
dratini,PN,"pokemon,character,fiction"
gigalith,PN,"pokemon,character,fiction"
wynaut,PN,"pokemon,character,fiction"
volcanion,PN,"pokemon,character,fiction"
metang,PN,"pokemon,character,fiction"
wurmple,PN,"pokemon,character,fiction"
roserade,PN,"pokemon,character,fiction"
feraligatr,PN,"pokemon,character,fiction"
swinub,PN,"pokemon,character,fiction"
quagsire,PN,"pokemon,character,fiction"
cherrim,PN,"pokemon,character,fiction"
ampharos,PN,"pokemon,character,fiction"
swirlix,PN,"pokemon,character,fiction"
metagross,PN,"pokemon,character,fiction"
passimian,PN,"pokemon,character,fiction"
panpour,PN,"pokemon,character,fiction"
amoonguss,PN,"pokemon,character,fiction"
onix,PN,"pokemon,character,fiction"
loudred,PN,"pokemon,character,fiction"
volcarona,PN,"pokemon,character,fiction"
fletchinder,PN,"pokemon,character,fiction"
slaking,PN,"pokemon,character,fiction"
nidorino,PN,"pokemon,character,fiction"
dragonair,PN,"pokemon,character,fiction"
mothim,PN,"pokemon,character,fiction"
gible,PN,"pokemon,character,fiction"
umbreon,PN,"pokemon,character,fiction"
excadrill,PN,"pokemon,character,fiction"
malamar,PN,"pokemon,character,fiction"
poliwag,PN,"pokemon,character,fiction"
dragalge,PN,"pokemon,character,fiction"
forretress,PN,"pokemon,character,fiction"
camerupt,PN,"pokemon,character,fiction"
morelull,PN,"pokemon,character,fiction"
luxray,PN,"pokemon,character,fiction"
buizel,PN,"pokemon,character,fiction"
cryogonal,PN,"pokemon,character,fiction"
sceptile,PN,"pokemon,character,fiction"
stunfisk,PN,"pokemon,character,fiction"
watchog,PN,"pokemon,character,fiction"
dwebble,PN,"pokemon,character,fiction"
shaymin,PN,"pokemon,character,fiction"
zubat,PN,"pokemon,character,fiction"
darumaka,PN,"pokemon,character,fiction"
farfetch'd,PN,"pokemon,character,fiction"
azurill,PN,"pokemon,character,fiction"
furret,PN,"pokemon,character,fiction"
blaziken,PN,"pokemon,character,fiction"
articuno,PN,"pokemon,character,fiction"
snorunt,PN,"pokemon,character,fiction"
wailmer,PN,"pokemon,character,fiction"
doduo,PN,"pokemon,character,fiction"
magcargo,PN,"pokemon,character,fiction"
togedemaru,PN,"pokemon,character,fiction"
nuzleaf,PN,"pokemon,character,fiction"
ambipom,PN,"pokemon,character,fiction"
gorebyss,PN,"pokemon,character,fiction"
garchomp,PN,"pokemon,character,fiction"
kirlia,PN,"pokemon,character,fiction"
pyroar,PN,"pokemon,character,fiction"
crustle,PN,"pokemon,character,fiction"
bisharp,PN,"pokemon,character,fiction"
bronzong,PN,"pokemon,character,fiction"
chimecho,PN,"pokemon,character,fiction"
magmortar,PN,"pokemon,character,fiction"
muk,PN,"pokemon,character,fiction"
torterra,PN,"pokemon,character,fiction"
genesect,PN,"pokemon,character,fiction"
xatu,PN,"pokemon,character,fiction"
butterfree,PN,"pokemon,character,fiction"
hitmonchan,PN,"pokemon,character,fiction"
foongus,PN,"pokemon,character,fiction"
sawk,PN,"pokemon,character,fiction"
mienshao,PN,"pokemon,character,fiction"
heatmor,PN,"pokemon,character,fiction"
sewaddle,PN,"pokemon,character,fiction"
xerneas,PN,"pokemon,character,fiction"
bidoof,PN,"pokemon,character,fiction"
kyogre,PN,"pokemon,character,fiction"
fraxure,PN,"pokemon,character,fiction"
raticate,PN,"pokemon,character,fiction"
mandibuzz,PN,"pokemon,character,fiction"
timburr,PN,"pokemon,character,fiction"
aron,PN,"pokemon,character,fiction"
sealeo,PN,"pokemon,character,fiction"
murkrow,PN,"pokemon,character,fiction"
huntail,PN,"pokemon,character,fiction"
pupitar,PN,"pokemon,character,fiction"
natu,PN,"pokemon,character,fiction"
lugia,PN,"pokemon,character,fiction"
victini,PN,"pokemon,character,fiction"
latias,PN,"pokemon,character,fiction"
metapod,PN,"pokemon,character,fiction"
